timestamp,open,high,low,close,volume,turnover,price_change_pct,volume_ma20,volume_ratio,high_low_range_pct,roc_5,roc_10,volume_change,cumulative_change_pct
2026-01-08 21:10:00,0.016077,0.016082,0.016075,0.016079,57046.0,917.077934,0.01,,,0.04,,,,0.0
2026-01-08 21:11:00,0.016079,0.016079,0.016073,0.016073,6595.0,106.008518,-0.04,,,0.04,,,-0.88,-0.04
2026-01-08 21:12:00,0.016073,0.016098,0.016073,0.016098,32884.0,528.932465,0.16,,,0.16,,,3.99,0.12
2026-01-08 21:13:00,0.016098,0.016117,0.016098,0.016105,140128.0,2257.438202,0.04,,,0.12,,,3.26,0.16
2026-01-08 21:14:00,0.016105,0.016111,0.016102,0.016102,15568.0,250.705744,-0.02,,,0.06,,,-0.89,0.14
2026-01-08 21:15:00,0.016102,0.01612,0.016102,0.01612,56314.0,907.390793,0.11,,,0.11,0.25,,2.62,0.25
2026-01-08 21:16:00,0.01612,0.016123,0.016112,0.016112,9444.0,152.206905,-0.05,,,0.07,0.24,,-0.83,0.21
2026-01-08 21:17:00,0.016112,0.016112,0.016073,0.01608,53727.0,864.538906,-0.2,,,0.24,-0.11,,4.69,0.01
2026-01-08 21:18:00,0.01608,0.016101,0.01608,0.016095,74539.0,1199.756806,0.09,,,0.13,-0.06,,0.39,0.1
2026-01-08 21:19:00,0.016095,0.016103,0.016091,0.016091,5870.0,94.470862,-0.02,,,0.07,-0.07,,-0.92,0.07
2026-01-08 21:20:00,0.016091,0.016103,0.016091,0.016103,5142.0,82.769892,0.07,,,0.07,-0.11,0.15,-0.12,0.15
2026-01-08 21:21:00,0.016103,0.016103,0.016085,0.016086,36086.0,580.905483,-0.11,,,0.11,-0.16,0.08,6.02,0.04
2026-01-08 21:22:00,0.016086,0.016091,0.016073,0.016074,9270.0,149.081076,-0.07,,,0.11,-0.04,-0.15,-0.74,-0.03
2026-01-08 21:23:00,0.016074,0.016085,0.016074,0.016081,11653.0,187.380567,0.04,,,0.07,-0.09,-0.15,0.26,0.01
2026-01-08 21:24:00,0.016081,0.016087,0.01608,0.016086,3796.0,61.06456,0.03,,,0.04,-0.03,-0.1,-0.67,0.04
2026-01-08 21:25:00,0.016086,0.016086,0.01607,0.01607,3520.0,56.58998,-0.1,,,0.1,-0.2,-0.31,-0.07,-0.06
