timestamp,open,high,low,close,volume,turnover,price_change_pct,volume_ma20,volume_ratio,high_low_range_pct,roc_5,roc_10,volume_change,cumulative_change_pct
2026-01-08 14:00:00,0.015823,0.01587,0.015716,0.015839,1757961.0,27762.525285,0.1,,,0.98,,,,0.0
2026-01-08 14:15:00,0.015839,0.01585,0.015711,0.015764,2576509.0,40606.846512,-0.47,,,0.88,,,0.47,-0.47
2026-01-08 14:30:00,0.015764,0.015822,0.015667,0.015708,7457230.0,117352.766733,-0.36,,,0.99,,,1.89,-0.83
2026-01-08 14:45:00,0.015708,0.015923,0.015623,0.015873,6101343.0,96284.646471,1.05,,,1.92,,,-0.18,0.21
2026-01-08 15:00:00,0.015873,0.01598,0.015809,0.015934,1833988.0,29159.007023,0.38,,,1.08,,,-0.7,0.6
2026-01-08 15:15:00,0.015934,0.016035,0.015923,0.016003,4995209.0,79834.180599,0.43,,,0.7,1.04,,1.72,1.04
2026-01-08 15:30:00,0.016003,0.016087,0.015949,0.015997,4149778.0,66430.626961,-0.04,,,0.87,1.48,,-0.17,1.0
2026-01-08 15:45:00,0.015997,0.016109,0.015962,0.0161,1331159.0,21328.238831,0.64,,,0.92,2.5,,-0.68,1.65
2026-01-08 16:00:00,0.0161,0.01613,0.016025,0.016033,2758810.0,44360.87726,-0.42,,,0.66,1.01,,1.07,1.22
2026-01-08 16:15:00,0.016033,0.016123,0.016005,0.016072,1727856.0,27796.485725,0.24,,,0.74,0.87,,-0.37,1.47
2026-01-08 16:30:00,0.016072,0.016117,0.015995,0.016092,1275462.0,20479.908941,0.12,,,0.76,0.56,1.6,-0.26,1.6
2026-01-08 16:45:00,0.016092,0.01615,0.016067,0.016134,968223.0,15595.866334,0.26,,,0.52,0.86,2.35,-0.24,1.86
2026-01-08 17:00:00,0.016134,0.016167,0.016106,0.016128,1431458.0,23097.155626,-0.04,,,0.38,0.17,2.67,0.48,1.82
2026-01-08 17:15:00,0.016128,0.016136,0.016027,0.016027,768824.0,12357.273159,-0.63,,,0.68,-0.04,0.97,-0.46,1.19
2026-01-08 17:30:00,0.016027,0.016111,0.016027,0.016076,563884.0,9060.566975,0.31,,,0.52,0.02,0.89,-0.27,1.5
2026-01-08 17:45:00,0.016076,0.016164,0.016066,0.016093,4611339.0,74254.635997,0.11,,,0.61,0.01,0.56,7.18,1.6
2026-01-08 18:00:00,0.016093,0.016116,0.016053,0.016056,1152508.0,18539.034232,-0.23,,,0.39,-0.48,0.37,-0.75,1.37
2026-01-08 18:15:00,0.016056,0.016125,0.01604,0.016101,2913489.0,46870.651824,0.28,,,0.53,-0.17,0.01,1.53,1.65
2026-01-08 18:30:00,0.016101,0.016143,0.016045,0.01607,1376038.0,22161.279292,-0.19,,,0.61,0.27,0.23,-0.53,1.46
2026-01-08 18:45:00,0.01607,0.016117,0.016041,0.016043,946442.0,15207.138926,-0.17,2534875.5,0.37,0.47,-0.21,-0.18,-0.31,1.29
2026-01-08 19:00:00,0.016043,0.016124,0.016025,0.016087,714884.0,11486.362755,0.27,2482721.65,0.29,0.62,-0.04,-0.03,-0.24,1.57
2026-01-08 19:15:00,0.016087,0.016087,0.015984,0.015984,1467784.0,23502.598223,-0.64,2427285.4,0.6,0.64,-0.45,-0.93,1.05,0.92
2026-01-08 19:30:00,0.015984,0.016109,0.015983,0.016033,2742235.0,43993.970339,0.31,2191535.65,1.25,0.79,-0.42,-0.59,0.87,1.22
2026-01-08 19:45:00,0.016033,0.016043,0.015969,0.016011,488445.0,7821.506116,-0.14,1910890.75,0.26,0.46,-0.37,-0.1,-0.82,1.09
2026-01-08 20:00:00,0.016011,0.016016,0.015888,0.01595,1693162.0,27005.648641,-0.38,1903849.45,0.89,0.81,-0.58,-0.78,2.47,0.7
2026-01-08 20:15:00,0.01595,0.015995,0.015916,0.015929,824018.0,13141.528494,-0.13,1695289.9,0.49,0.5,-0.98,-1.02,-0.51,0.57
2026-01-08 20:30:00,0.015929,0.01601,0.015929,0.016001,301381.0,4814.222478,0.45,1502870.05,0.2,0.51,0.11,-0.34,-0.63,1.02
2026-01-08 20:45:00,0.016001,0.016046,0.015986,0.016025,502879.0,8051.123955,0.15,1461456.05,0.34,0.38,-0.05,-0.47,0.67,1.17
2026-01-08 21:00:00,0.016025,0.016117,0.016025,0.016102,641241.0,10306.400282,0.48,1355577.6,0.47,0.57,0.57,0.2,0.28,1.66
2026-01-08 21:15:00,0.016102,0.016123,0.01607,0.016076,388931.0,6259.379789,-0.16,1288631.35,0.3,0.33,0.79,0.21,-0.39,1.5
2026-01-08 21:30:00,0.016076,0.016152,0.016055,0.016116,723274.0,11650.979822,0.25,1261021.95,0.57,0.6,1.17,0.18,0.86,1.75
