timestamp,open,high,low,close,volume,turnover,price_change_pct,volume_ma20,volume_ratio,high_low_range_pct,roc_5,roc_10,volume_change,cumulative_change_pct
2026-01-07 16:00:00,0.016034,0.016286,0.015956,0.016131,29023857.0,468032.214024,0.6,,,2.07,,,,0.0
2026-01-07 20:00:00,0.016131,0.016291,0.015993,0.016272,18496042.0,298147.655468,0.87,,,1.86,,,-0.36,0.87
2026-01-08 00:00:00,0.016272,0.017062,0.016162,0.016534,109899507.0,1831889.099327,1.61,,,5.57,,,4.94,2.5
2026-01-08 04:00:00,0.016534,0.016733,0.015992,0.016262,58232868.0,950549.150801,-1.65,,,4.63,,,-0.47,0.81
2026-01-08 08:00:00,0.016262,0.016325,0.015776,0.015973,49498199.0,790471.847572,-1.78,,,3.48,,,-0.15,-0.98
2026-01-08 12:00:00,0.015973,0.016109,0.015623,0.0161,48118673.0,762322.980952,0.8,,,3.11,-0.19,,-0.03,-0.19
2026-01-08 16:00:00,0.0161,0.016167,0.015969,0.016011,25907681.0,416585.311724,-0.55,,,1.24,-1.6,,-0.46,-0.74
2026-01-08 20:00:00,0.016011,0.016225,0.015888,0.016187,14205348.0,228808.480025,1.1,,,2.12,-2.1,,-0.45,0.35
2026-01-09 00:00:00,0.016187,0.016898,0.015954,0.016448,120116851.0,1961974.900744,1.61,,,5.92,1.14,,7.46,1.97
2026-01-09 04:00:00,0.016448,0.017519,0.016444,0.017141,194970321.0,3322320.12508,4.21,,,6.54,7.31,,0.62,6.26
2026-01-09 08:00:00,0.017141,0.019199,0.016711,0.019087,738835814.0,13464554.327209,11.35,,,14.89,18.55,18.32,2.79,18.32
2026-01-09 12:00:00,0.019087,0.02073,0.018935,0.019556,1160218203.0,23092434.652695,2.46,,,9.48,22.14,20.18,0.57,21.23
